article,best_topic,likelyhood,keywords
6808,5,0.14105763517528225,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6809,8,0.17916002126528444,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6810,8,0.1728715728715729,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6811,6,0.2171717171717172,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6812,8,0.1808080808080808,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6813,3,0.14914772727272727,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6814,8,0.21813371813371815,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6815,5,0.1657672616576726,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6816,10,0.1822066822066822,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6817,2,0.2718489240228371,"government, plan, tax, make, add, reduce, industry, cut, time, state"
6818,3,0.14236706689536874,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6819,8,0.12532734754956976,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6820,3,0.26309246309246315,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6821,0,0.1704170417041704,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6822,9,0.2157287157287158,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6823,8,0.24087024087024084,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6824,3,0.13719008264462806,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6825,3,0.21847507331378307,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6826,5,0.3360046748476501,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6827,8,0.15671567156715674,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6828,10,0.2538370720188903,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6829,9,0.16236996834011758,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6830,8,0.2940919991279704,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6831,5,0.36672030034861886,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6832,8,0.25358058193879085,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6833,3,0.3305342582451017,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6834,3,0.22719502719502718,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6835,8,0.18276515151515152,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6836,3,0.3033318257198855,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6837,3,0.13432571327308168,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6838,9,0.16649251132009754,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6839,3,0.2993705167618212,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6840,4,0.16335771508185298,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6841,10,0.22108939865949215,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6842,2,0.16218363409374645,"government, plan, tax, make, add, reduce, industry, cut, time, state"
6843,2,0.21139101861993426,"government, plan, tax, make, add, reduce, industry, cut, time, state"
6844,9,0.20190541781450874,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6845,10,0.23694083694083692,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6846,0,0.2241682883884719,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6847,10,0.2247474747474747,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6848,3,0.3149404492688075,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6849,0,0.09090909090909093,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6850,4,0.15691396725879483,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6851,6,0.19031585698252362,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6852,9,0.19685491276400366,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6853,10,0.18984167920338138,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6854,3,0.37743021613989364,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6855,4,0.45923149015932524,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6856,0,0.29345695763606205,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6857,3,0.1383399209486166,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6858,4,0.295269770879527,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6859,3,0.1371900826446281,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6860,9,0.22895622895622897,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6861,8,0.22758448684374613,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6862,3,0.33162612035851474,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6863,9,0.23086124401913874,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6864,8,0.32718089990817273,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6865,4,0.17497003937681904,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6866,8,0.14856254856254858,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6867,3,0.12506887052341598,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6868,8,0.18790468790468787,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6869,3,0.14236706689536874,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6870,8,0.22207146087743104,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6871,3,0.1493112947658402,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6872,9,0.2282547699214366,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6873,7,0.21653509888804007,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
6874,8,0.3857472361409369,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6875,6,0.17616161616161616,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6876,0,0.3686642206821579,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6877,8,0.23426041234260414,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6878,8,0.20093795093795094,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6879,9,0.17033976124885217,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6880,9,0.1421229842282474,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6881,2,0.19976745876026455,"government, plan, tax, make, add, reduce, industry, cut, time, state"
6882,10,0.10680882903105124,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6883,3,0.36166543483616653,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6884,8,0.24460824460824462,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6885,4,0.28732981993851564,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6886,4,0.30820707070707076,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6887,4,0.15199615199615196,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6888,10,0.19398807350614578,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6889,3,0.26683501683501687,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6890,3,0.14236706689536874,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6891,5,0.2588696886217548,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6892,7,0.13591135232926277,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
6893,3,0.3767403767403769,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6894,5,0.18621700879765402,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6895,8,0.18502485169151833,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6896,9,0.23745143745143743,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6897,8,0.22809172809172812,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6898,8,0.1843434343434343,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6899,0,0.09090909090909093,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6900,7,0.14029180695847365,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
6901,3,0.1397306397306397,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6902,0,0.17616161616161616,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6903,5,0.18686868686868693,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6904,3,0.2490052035506581,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6905,4,0.41440723019670395,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6906,9,0.126528442317916,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6907,5,0.2704216073781291,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6908,4,0.6263819295315358,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6909,1,0.17416590143862873,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6910,8,0.12587412587412586,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6911,8,0.21118158327460654,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6912,5,0.3001638001638002,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6913,3,0.10664335664335661,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6914,3,0.13112947658402202,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6915,9,0.23795093795093794,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6916,8,0.2916002126528443,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6917,8,0.2448847448847449,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6918,3,0.20973625140291807,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6919,5,0.2460883343236285,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6920,10,0.11464646464646466,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6921,4,0.20167189132706376,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6922,8,0.21770334928229668,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6923,10,0.19877790248160615,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6924,2,0.10023310023310023,"government, plan, tax, make, add, reduce, industry, cut, time, state"
6925,3,0.33477633477633484,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6926,1,0.2593733949666153,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6927,8,0.2811660912926735,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6928,3,0.3036750483558995,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6929,3,0.16736596736596734,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6930,3,0.29887106357694593,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6931,5,0.23947017343243757,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6932,10,0.21079407210794077,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6933,7,0.38939961411871526,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
6934,3,0.10664335664335663,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6935,4,0.4145579506404249,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6936,8,0.2220668220668221,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6937,3,0.1518695729222045,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6938,0,0.5271597089778908,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6939,4,0.14766988062442613,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6940,5,0.29709796376463043,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6941,3,0.2720959595959596,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6942,0,0.2746848328243677,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6943,8,0.21438523162661094,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6944,8,0.24326599326599327,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6945,2,0.16875420875420877,"government, plan, tax, make, add, reduce, industry, cut, time, state"
6946,6,0.2001836547291093,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6947,1,0.2220893141945774,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6948,5,0.38357938357938365,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6949,8,0.23574203574203573,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6950,4,0.15036440352896052,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6951,5,0.2974371817347024,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6952,8,0.1393177053554412,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6953,10,0.26933720769337205,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6954,4,0.23363505181687,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6955,0,0.29496647143705973,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6956,5,0.19356025238378174,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6957,8,0.2090909090909091,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6958,5,0.29362591431556956,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6959,8,0.20637850587089163,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6960,9,0.261978761978762,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6961,0,0.33928431602850206,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6962,4,0.17990026850786348,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6963,4,0.38370547581073894,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6964,4,0.18858395273489614,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6965,8,0.1783910533910534,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6966,5,0.3143365472910927,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
6967,1,0.16559032952475575,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6968,4,0.28726924416579597,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6969,8,0.27531727531727535,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6970,9,0.13284358738904195,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6971,4,0.21523880783140045,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6972,1,0.23905723905723902,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6973,0,0.22778808493094205,"trade, official, japanese, import, foreign, make, action, country, open, bill"
6974,8,0.1942760942760943,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6975,7,0.44440052700922256,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
6976,10,0.21796916533758645,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6977,9,0.21746880570409982,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6978,4,0.2205842205842206,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6979,4,0.19207952541285872,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6980,6,0.3435278713056491,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6981,8,0.276634267200305,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
6982,6,0.2720959595959596,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6983,10,0.14952408702408704,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6984,4,0.28294853294853295,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6985,6,0.18686868686868688,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6986,6,0.18392884064525855,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6987,3,0.12121212121212122,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6988,1,0.2332210998877666,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6989,3,0.19869750132908032,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6990,10,0.22209903917220988,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6991,1,0.19176614631160083,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6992,6,0.19655572114588507,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
6993,3,0.15909090909090912,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6994,1,0.337052962052962,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
6995,3,0.19255050505050506,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
6996,4,0.25078914141414144,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
6997,9,0.12095312095312095,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
6998,10,0.20719803072744247,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
6999,5,0.1876233600371531,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7000,3,0.36237373737373746,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7001,3,0.1787365177195686,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7002,3,0.1557239057239057,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7003,4,0.16139293487359788,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
7004,4,0.24955436720142601,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
7005,3,0.16562449895783224,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7006,9,0.26268979099167783,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
7007,8,0.37675726335520154,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7008,1,0.35950906918648856,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7009,3,0.18098796180987964,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7010,1,0.29680808080808085,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7011,0,0.1351698806244261,"trade, official, japanese, import, foreign, make, action, country, open, bill"
7012,6,0.2057338086749851,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7013,4,0.22733214497920376,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
7014,4,0.23013641570342605,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
7015,7,0.2151988636363637,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
7016,3,0.17859756990191775,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7017,5,0.286417897988146,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7018,8,0.19848228477670105,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7019,5,0.38357938357938365,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7020,1,0.30648254698887617,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7021,6,0.268752036493972,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7022,4,0.21351445489376525,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
7023,8,0.2512025012025012,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7024,4,0.21631903450085269,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
7025,1,0.2250132908027645,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7026,3,0.1694134325713273,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7027,3,0.21438523162661088,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7028,10,0.20690565788605006,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7029,3,0.15335169880624425,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7030,8,0.1916786916786917,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7031,0,0.1769872639437857,"trade, official, japanese, import, foreign, make, action, country, open, bill"
7032,7,0.387956487956488,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
7033,8,0.1764069264069264,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7034,8,0.1067276538974652,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7035,6,0.200553926360378,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7036,6,0.36033411033411034,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7037,8,0.273784355179704,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7038,3,0.18326118326118326,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7039,0,0.28158591260195537,"trade, official, japanese, import, foreign, make, action, country, open, bill"
7040,3,0.2853146853146854,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7041,0,0.3418682953566674,"trade, official, japanese, import, foreign, make, action, country, open, bill"
7042,8,0.13644643152839872,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7043,1,0.24351953267615922,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7044,10,0.25938631599008954,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7045,8,0.1550424883758217,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7046,5,0.22076183521966655,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7047,9,0.13042707779549886,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
7048,6,0.3975704760018484,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7049,8,0.2429292929292929,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7050,3,0.21294916376883588,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7051,0,0.09090909090909093,"trade, official, japanese, import, foreign, make, action, country, open, bill"
7052,1,0.24526515151515152,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7053,5,0.27463827463827467,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7054,0,0.3123312331233124,"trade, official, japanese, import, foreign, make, action, country, open, bill"
7055,10,0.2601225934559268,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7056,5,0.37495927012056046,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7057,8,0.26529180695847365,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7058,3,0.1173271173271173,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7059,3,0.11698806244260788,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7060,8,0.2101010101010101,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7061,8,0.1521668295861844,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7062,9,0.37536282363868567,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
7063,3,0.16345270890725436,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7064,3,0.10873440285204988,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7065,1,0.21553773024361267,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7066,3,0.13474025974025972,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7067,6,0.1429292929292929,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7068,3,0.1212121212121212,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7069,3,0.14236706689536874,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7070,4,0.21572042261697436,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
7071,7,0.36374736374736377,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
7072,3,0.24109516214779375,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7073,9,0.2670320223511714,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
7074,5,0.22758448684374613,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7075,8,0.3845290511957179,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7076,3,0.21376262626262627,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7077,10,0.17020202020202022,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7078,5,0.16352716352716354,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7079,3,0.16356547935495303,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7080,10,0.13757291222079954,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7081,7,0.20574162679425834,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
7082,3,0.22538821046283736,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7083,10,0.1474116161616162,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7084,3,0.1928052454368244,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7085,3,0.21047686163965237,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7086,3,0.17575757575757578,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7087,10,0.3156565656565655,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7088,9,0.2977194626679164,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
7089,3,0.1397306397306397,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7090,8,0.28594455190199874,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7091,8,0.1232697343808455,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7092,2,0.1937744794887652,"government, plan, tax, make, add, reduce, industry, cut, time, state"
7093,10,0.22709394833288638,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7094,2,0.18966588966588968,"government, plan, tax, make, add, reduce, industry, cut, time, state"
7095,8,0.21282267115600448,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7096,9,0.19470062948323816,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
7097,6,0.18149751483084814,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7098,3,0.24732170186715638,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7099,8,0.34309764309764307,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
7100,3,0.1397306397306397,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7101,3,0.1169880624426079,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7102,2,0.10463121783876499,"government, plan, tax, make, add, reduce, industry, cut, time, state"
7103,5,0.3174906964380649,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7104,9,0.18027332144979208,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
7105,5,0.14192558496355964,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
7106,3,0.13767302656191543,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7107,6,0.23524720893141948,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
7108,3,0.10873440285204988,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7109,3,0.20255183413078146,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7110,0,0.257273590606924,"trade, official, japanese, import, foreign, make, action, country, open, bill"
7111,3,0.1850079744816587,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7112,10,0.18391461787688204,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
7113,7,0.41424963924963915,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
7114,3,0.17355371900826444,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
7115,1,0.2586625751182713,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
7116,3,0.13516988062442606,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
